customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00355,Male,0,Yes,No,26,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card,43.61475125339938,1134.12,Yes
CUST00356,Female,0,No,Yes,12,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,26.93075112970487,327.82,No
CUST00357,Female,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,55.14328455452302,1648.26,No
CUST00358,Male,0,No,Yes,34,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,53.24647390003876,1804.74,No
CUST00359,Male,0,No,Yes,59,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,33.19044031353663,1960.87,No
CUST00360,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,72.48835285896718,360.09,No
CUST00361,Male,0,No,Yes,68,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer,58.14557116025628,3953.54,No
CUST00362,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,86.33327132365083,4927.72,No
CUST00363,Female,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,71.88524402107865,3450.47,No
CUST00364,Male,0,No,No,22,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.58425544197115,1137.9,Yes
CUST00365,Male,0,No,No,33,Yes,No phone service,No,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.032936810486646,1027.22,No
CUST00366,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,69.13616849349394,1734.48,Yes
CUST00367,Female,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,68.7330497768381,3164.48,No
CUST00368,Male,1,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.6458405837589,333.88,Yes
CUST00369,Male,1,No,No,19,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,70.63703102484327,1338.95,No
CUST00370,Female,0,No,No,5,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,63.75819842051526,328.58,No
CUST00371,Female,0,Yes,No,69,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.25315143030343,3323.4,Yes
CUST00372,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,63.4638471703719,3682.64,Yes
CUST00373,Female,0,No,No,63,No,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card,70.6681912338563,4458.95,No
CUST00374,Male,0,No,No,17,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.32227698184464,1265.21,No
CUST00375,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.71636797412097,215.59,Yes
CUST00376,Female,0,No,No,16,No,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,77.42455267694854,1230.4,Yes
CUST00377,Male,0,No,Yes,13,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,55.82731807321005,722.99,No
CUST00378,Female,0,Yes,No,12,No,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,60.23372147470971,716.45,No
CUST00379,Male,0,No,Yes,6,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,68.83969129447297,422.26,No
CUST00380,Female,0,No,No,43,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,75.51709284149074,3251.54,No
CUST00381,Female,0,No,No,14,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer,61.16252826837101,861.26,No
CUST00382,Female,0,No,Yes,18,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card,79.07639293309543,1422.09,Yes
CUST00383,Male,0,No,Yes,62,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,82.15360640049803,5085.72,No
CUST00384,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,76.95869680224266,2611.93,Yes
CUST00385,Female,0,No,No,34,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer,60.863840220928985,2064.56,No
CUST00386,Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,86.32988614192418,1553.67,Yes
CUST00387,Male,0,Yes,No,19,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,73.03705424016617,1386.92,No
CUST00388,Male,0,No,No,34,No,Yes,No,No,Yes,No,Yes,No,No,One year,No,Bank transfer,39.79233083297244,1351.61,No
CUST00389,Male,0,No,No,31,Yes,Yes,No,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,37.95325354008188,1176.47,No
CUST00390,Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,82.07536831626996,3867.28,No
CUST00391,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,71.35544883611514,3064.25,Yes
CUST00392,Female,0,No,No,23,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer,53.17080387441693,1225.23,No
CUST00393,Female,0,Yes,No,60,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Credit card,52.35994367398703,3136.39,No
CUST00394,Male,0,No,Yes,16,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer,52.704321954012336,842.6,No
CUST00395,Female,0,No,No,70,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,62.31096478243312,4355.77,No
CUST00396,Female,0,No,No,49,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,69.03443696540927,3383.85,No
CUST00397,Female,1,Yes,Yes,64,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.97281368346862,3257.56,Yes
CUST00398,Female,0,Yes,No,31,Yes,No phone service,No,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,32.536120556919464,999.36,No
CUST00399,Male,0,No,Yes,35,No,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,61.630234383244016,2163.36,Yes
CUST00400,Female,0,No,Yes,12,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer,66.73714463831016,793.41,No
CUST00401,Female,0,Yes,No,69,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58.133245663008246,4008.55,No
CUST00402,Male,0,No,Yes,57,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,72.01519777111815,4104.41,No
CUST00403,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.87930537654871,959.08,No
CUST00404,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,65.00175515857923,2344.58,No
CUST00405,Female,1,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,66.62606132287384,4465.88,Yes
CUST00406,Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,73.82618275218175,2875.13,Yes
CUST00407,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,77.22694011729419,4470.2,No
CUST00408,Female,0,Yes,No,15,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,46.12910338858876,697.29,No
CUST00409,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.82200605933194,4378.19,No
CUST00410,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,74.40706442409736,231.02,No
CUST00411,Female,0,No,Yes,44,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card,57.965909363976444,2548.4,Yes
CUST00412,Female,0,No,No,27,Yes,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,53.61444934565788,1451.94,No
CUST00413,Male,0,Yes,No,65,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,63.459888773872315,4133.68,Yes
CUST00414,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,78.13009219196893,2346.93,Yes
CUST00415,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card,70.05545937968164,138.38,No
CUST00416,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,71.50141734646964,501.86,No
CUST00417,Female,1,No,No,23,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer,58.21983087284124,1339.93,No
CUST00418,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.41099315353019,1057.45,No
CUST00419,Female,0,Yes,No,42,Yes,No,No,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,34.95664382296919,1461.12,No
CUST00420,Female,1,No,No,30,No,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,75.12818333465594,2257.82,No
CUST00421,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer,79.50645624725948,3491.18,No
CUST00422,Female,1,No,No,65,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card,72.96683646073026,4733.14,No
CUST00423,Male,0,Yes,Yes,7,Yes,Yes,No,No,Yes,No,No,No,Yes,One year,No,Electronic check,31.920097765235944,225.94,No
CUST00424,Female,0,No,No,70,No,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer,72.87571748891928,5093.64,No
CUST00425,Male,0,Yes,No,56,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card,74.82838548019438,4195.8,Yes
CUST00426,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,48.73548554141304,1420.65,No
CUST00427,Female,0,No,No,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.83722357433892,992.13,No
CUST00428,Male,0,No,No,68,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.46815468419254,5407.12,Yes
CUST00429,Female,0,Yes,No,38,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,58.6409592410061,2228.0,Yes
CUST00430,Male,0,No,No,59,Yes,No,No,No,No,No,Yes,No,No,Two year,Yes,Electronic check,32.03753508161509,1887.26,No
CUST00431,Female,0,No,No,42,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,55.22910059891159,2319.44,No
CUST00432,Male,1,No,Yes,44,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,42.94389885939237,1883.34,No
CUST00433,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,75.57992314893453,1659.73,No
CUST00434,Female,0,No,No,68,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card,59.26174044069754,4034.16,No
CUST00435,Female,0,No,Yes,5,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer,21.020298946414904,99.45,No
CUST00436,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,71.01162537711068,3900.92,No
CUST00437,Female,1,No,No,3,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.02176731412658,269.05,Yes
CUST00438,Male,0,No,No,22,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,53.8932778201944,1179.21,No
CUST00439,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,67.65169609658513,333.18,No
CUST00440,Male,0,Yes,Yes,31,No,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,53.697027220092856,1654.96,Yes
CUST00441,Female,0,Yes,No,17,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,71.67103163908614,1222.81,No
CUST00442,Male,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,75.11497972397298,1053.97,No
CUST00443,Female,0,No,No,39,No,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,66.21134450671948,2586.13,No
CUST00444,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card,74.06123807631243,364.59,Yes
CUST00445,Male,0,No,Yes,62,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,68.1475649286077,4228.9,No
CUST00446,Male,0,Yes,No,66,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,64.85502291636836,4282.36,No
CUST00447,Female,1,Yes,No,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,79.66142135560315,793.94,Yes
CUST00448,Male,1,Yes,No,42,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,62.498392836454244,2623.69,Yes
CUST00449,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.77412417251236,1069.74,No
CUST00450,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer,65.13455257741813,195.27,No
CUST00451,Female,0,Yes,No,62,Yes,No phone service,No,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,39.17562619448016,2431.73,No
CUST00452,Female,0,No,No,67,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card,71.65664834942662,4794.62,No
CUST00453,Female,1,No,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card,70.0659869618346,2803.45,Yes
CUST00454,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.90466257624391,334.62,Yes
CUST00455,Male,0,No,No,31,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer,69.33979351187165,2148.75,No
CUST00456,Female,0,No,No,69,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,53.11002813153091,3663.98,No
CUST00457,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.16048676207643,2529.09,No
CUST00458,Male,0,No,Yes,21,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,69.0680227863438,1456.8,No
CUST00459,Male,0,No,No,64,Yes,No phone service,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,32.696478616396114,2095.17,Yes
CUST00460,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,75.9766107681008,1599.84,No
CUST00461,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card,67.9330977321582,670.19,No
CUST00462,Female,0,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,58.25091460797843,121.38,No
CUST00463,Male,0,Yes,No,8,No,Yes,No,Yes,No,No,Yes,No,No,Two year,Yes,Credit card,30.332977835651718,242.39,No
CUST00464,Female,0,No,No,59,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card,63.586455984015245,3747.96,No
CUST00465,Male,0,No,No,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.4987645459796,675.28,No
CUST00466,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.46381847488054,832.39,Yes
CUST00467,Male,0,Yes,No,22,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,78.77818283844906,1724.02,Yes
CUST00468,Male,0,Yes,No,46,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,63.720534313794936,2924.38,No
CUST00469,Female,0,Yes,No,68,Yes,No phone service,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,48.93720406532195,3318.33,No
CUST00470,Male,0,Yes,No,46,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,51.79494627242648,2387.22,Yes
CUST00471,Female,1,No,Yes,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,40.0344614377687,1155.97,Yes
CUST00472,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,73.3018102315288,1756.62,No
CUST00473,Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,68.78475050727371,1863.64,No
CUST00474,Male,0,Yes,No,24,No,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card,59.45117528887336,1419.12,No
CUST00475,Female,0,No,Yes,57,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,52.06070252420623,2974.17,No
CUST00476,Male,0,Yes,No,40,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,53.822307080175044,2155.68,Yes
CUST00477,Female,0,Yes,Yes,24,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,80.25154129823113,1922.88,No
CUST00478,Male,0,No,No,47,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer,47.63539735091386,2231.22,No
CUST00479,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.15141236254986,704.19,No
CUST00480,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,77.37820647276492,770.49,No
CUST00481,Female,0,No,Yes,20,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,59.289951106401645,1178.61,Yes
CUST00482,Male,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,41.22112621365994,1809.08,No
CUST00483,Female,0,No,No,6,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,54.568354303128906,318.47,Yes
CUST00484,Male,0,Yes,No,63,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card,61.33342463644095,3865.91,No
CUST00485,Female,0,Yes,No,63,Yes,No,No,No,No,Yes,Yes,Yes,No,One year,No,Credit card,40.233484944191524,2527.62,No
CUST00486,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card,52.34622040432233,57.48,Yes
CUST00487,Female,0,No,No,41,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.53342774814168,1451.23,Yes
CUST00488,Male,0,Yes,No,53,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,57.45219578387376,3050.93,No
CUST00489,Male,0,No,No,15,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,73.53795985468905,1096.87,Yes
CUST00490,Female,0,No,Yes,17,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,71.38572737705633,1217.98,No
CUST00491,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,80.89755417789326,4688.72,Yes
CUST00492,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.36774788121333,1147.18,No
CUST00493,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer,78.44949473566103,383.02,No
CUST00494,Male,0,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer,74.75188912247016,4186.01,No
CUST00495,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer,66.62369224526392,3057.66,No
CUST00496,Male,1,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,66.2282654257473,3112.45,Yes
CUST00497,Female,0,Yes,No,41,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.6555177464513,2028.7,Yes
CUST00498,Male,1,Yes,Yes,59,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,47.81535111173546,2819.85,Yes
CUST00499,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,84.08593587916376,244.47,No
CUST00500,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,69.10585298768939,63.5,No
CUST00501,Male,0,Yes,No,58,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,73.8592143045319,4285.74,No
CUST00502,Male,1,No,Yes,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.00928969649432,2011.77,No
CUST00503,Female,0,Yes,No,26,Yes,No phone service,No,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,25.098832877754614,651.55,Yes
CUST00504,Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,78.38089521630391,5568.79,No
CUST00505,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,63.02645712191809,378.95,No
CUST00506,Female,0,Yes,No,62,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.68098094284046,5188.19,No
CUST00507,Male,0,No,Yes,45,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,70.29123539020783,3154.4,No
CUST00508,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,48.645701572242515,3008.92,Yes
CUST00509,Female,0,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer,72.66079310299718,806.93,No
CUST00510,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,85.90509808810629,1029.06,Yes
CUST00511,Female,1,Yes,Yes,42,Yes,No,No,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,31.516731405433646,1325.99,No
CUST00512,Male,1,No,No,16,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,52.46204768508782,839.96,No
CUST00513,Female,0,Yes,No,62,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,57.9361216506475,3589.62,Yes
CUST00514,Female,0,No,No,35,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,26.07908947606941,910.52,No
CUST00515,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,68.73254959016475,482.24,Yes
CUST00516,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,80.05783300120049,5436.76,No
CUST00517,Female,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card,81.50438263766587,2850.4,Yes
CUST00518,Female,1,Yes,Yes,27,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,84.56271600807688,2282.13,Yes
CUST00519,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,72.64837397102752,3351.53,Yes
CUST00520,Female,0,No,Yes,29,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,49.052567805721075,1419.55,No
CUST00521,Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,82.48275374397257,1817.51,No
CUST00522,Female,1,No,No,15,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card,29.496941809192126,435.2,No
CUST00523,Male,1,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,54.993805456541246,706.23,No
CUST00524,Female,1,Yes,Yes,70,Yes,No phone service,No,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,39.1049693312289,2744.78,No
CUST00525,Male,0,Yes,No,51,Yes,No phone service,No,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer,30.780186990007365,1574.4,No
CUST00526,Male,1,No,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,73.92370370650862,2657.6,No
CUST00527,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card,72.46434280793656,2029.09,No
CUST00528,Female,0,Yes,No,66,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card,75.6395789681914,4984.93,No
CUST00529,Female,0,No,No,14,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.372034865910834,709.35,Yes
CUST00530,Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,83.45899645961525,3830.52,No
CUST00531,Female,0,No,No,45,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,39.066350556230525,1763.13,Yes
CUST00532,Male,0,No,No,51,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card,72.83067470159017,3715.3,No
CUST00533,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,68.36396007283996,1226.13,Yes
